x,y,label
3.64857,8.44346,0.00000
14.44713,-24.87929,1.00000
-16.20145,8.83929,1.00000
12.35440,-23.62249,1.00000
25.04106,-16.57457,1.00000
22.87473,2.53051,0.00000
-12.75970,-2.70968,0.00000
-14.91787,-3.29149,0.00000
-9.95068,-6.72589,0.00000
0.09479,17.09833,1.00000
23.20434,4.42804,0.00000
18.37202,15.32845,0.00000
-12.67941,-4.55809,0.00000
10.44221,-17.02703,0.00000
2.07342,-19.09005,0.00000
19.80577,-2.43044,0.00000
-12.82681,1.33626,0.00000
30.85999,-3.41092,1.00000
-10.77107,14.99917,1.00000
16.21583,-20.98351,1.00000
9.09970,25.60670,0.00000
-20.39766,-4.01542,1.00000
12.27411,-26.23362,1.00000
12.44920,9.12222,1.00000
-13.66293,-5.55656,0.00000
5.86440,-16.72295,0.00000
-18.16472,-17.79791,1.00000
22.22682,2.68105,0.00000
11.16548,25.20895,0.00000
15.84738,-11.45235,0.00000
-0.31983,17.01757,1.00000
-18.14256,-12.98920,1.00000
-5.17078,8.17937,0.00000
20.42894,15.04248,0.00000
29.69406,-4.57885,1.00000
-9.20768,-12.38279,0.00000
0.02866,-5.86478,1.00000
4.88057,-17.85742,0.00000
6.37792,-5.78428,1.00000
-12.70898,-1.42460,0.00000
-7.56345,26.06409,0.00000
-27.19323,8.07462,0.00000
-23.02711,19.05786,0.00000
30.11407,-6.77926,1.00000
7.37049,-26.66712,1.00000
-19.62294,-13.39218,1.00000
17.66673,17.13938,0.00000
10.17605,9.14016,1.00000
-7.63017,5.52130,0.00000
-16.66983,23.12455,0.00000
-11.63814,24.19119,0.00000
-8.26684,25.60461,0.00000
-9.45199,27.63808,0.00000
31.03617,-2.52513,1.00000
-6.20629,18.45818,1.00000
-16.38864,-18.86298,1.00000
15.13672,18.15838,0.00000
-20.33522,5.64809,1.00000
21.25819,5.56125,0.00000
-23.96511,19.23736,0.00000
-21.48474,-2.68799,1.00000
-3.43428,-27.95574,1.00000
8.27408,20.56992,0.00000
7.19413,-17.56186,0.00000
-30.77820,2.21989,0.00000
16.95830,-26.29986,1.00000
8.21440,23.78917,0.00000
31.59732,-0.62195,1.00000
-18.54084,-17.79930,1.00000
-8.46515,5.36844,0.00000
-8.08326,-22.71546,1.00000
-21.52540,0.30752,1.00000
-3.21277,-25.58386,1.00000
20.74715,11.36565,0.00000
5.08907,25.06111,0.00000
-21.68875,-8.60375,1.00000
-22.64853,-6.40917,1.00000
-2.36315,-27.61988,1.00000
2.08132,17.97064,1.00000
11.42048,21.49065,0.00000
-4.31842,-26.67446,1.00000
5.86255,-7.81583,1.00000
-21.01658,-5.27032,1.00000
-23.99572,-2.38227,1.00000
-6.15912,-23.88064,1.00000
-7.11571,-22.27534,1.00000
13.33439,-1.87261,1.00000
-2.75713,16.38661,1.00000
2.34229,27.39973,0.00000
17.26801,16.39673,0.00000
31.71245,-2.19704,1.00000
2.68838,15.26577,1.00000
23.19140,7.57182,0.00000
9.21669,-26.52647,1.00000
19.82930,-20.81304,1.00000
19.65384,12.83328,0.00000
-18.63902,-11.94988,1.00000
-2.48978,17.52755,1.00000
21.94090,-0.52599,0.00000
23.46412,-2.28585,0.00000
-7.00330,17.21388,1.00000
17.75973,-22.59024,1.00000
-16.83377,-15.58953,1.00000
-0.34956,-16.26185,0.00000
21.81248,-21.62111,1.00000
18.78550,-19.70016,1.00000
28.13858,-11.24839,1.00000
11.48113,-4.67528,1.00000
12.55197,-24.42866,1.00000
25.90914,-14.05365,1.00000
-9.90209,6.36739,0.00000
11.41102,-4.93972,1.00000
-19.73362,-13.54518,1.00000
-18.27180,9.70577,1.00000
-17.81036,25.00669,0.00000
-0.34831,-16.17720,0.00000
28.32803,-8.83133,1.00000
12.26028,-25.94300,1.00000
5.62994,15.03540,1.00000
-18.76948,5.54901,1.00000
-13.00360,26.60370,0.00000
14.14350,-23.61687,1.00000
-13.42606,-18.74929,1.00000
-29.33262,3.63187,0.00000
-7.56822,26.17859,0.00000
-16.31127,-18.38616,1.00000
30.37950,-2.70801,1.00000
-3.25764,27.92420,0.00000
7.72867,-7.40237,1.00000
-23.68502,-5.30939,1.00000
-19.11160,-16.33929,1.00000
27.38559,-11.70841,1.00000
-11.22637,-24.23474,1.00000
0.33507,-27.21578,1.00000
-19.97699,20.55895,0.00000
18.02076,-23.74094,1.00000
1.72311,24.98766,0.00000
22.64475,-17.59416,1.00000
-3.06461,-24.82308,1.00000
4.70091,15.17781,1.00000
6.57708,-23.88996,1.00000
-20.58198,-5.10430,1.00000
-33.71030,4.88551,0.00000
12.07948,0.42094,1.00000
5.89315,4.23153,0.00000
-8.49150,17.82614,1.00000
21.21862,9.37526,0.00000
-22.33999,3.23156,1.00000
12.49171,-24.80362,1.00000
20.05286,13.28420,0.00000
2.33411,26.51866,0.00000
-7.23589,-15.44123,0.00000
14.39878,19.52953,0.00000
14.19809,19.85966,0.00000
17.25212,16.13797,0.00000
-15.73954,-19.59717,1.00000
-22.60112,2.95728,1.00000
1.62977,-8.11144,1.00000
6.53356,26.10625,0.00000
21.38608,2.53167,0.00000
18.17487,-21.71352,1.00000
-19.92991,1.16488,1.00000
-21.86778,18.88842,0.00000
4.95244,-7.66140,1.00000
-17.98430,20.65055,0.00000
4.88934,-9.66444,1.00000
-13.00193,24.89094,0.00000
-9.95711,-8.80037,0.00000
0.25671,-9.09095,1.00000
1.22401,-26.18563,1.00000
-22.26337,20.82271,0.00000
-14.21817,24.21617,0.00000
-0.55718,-28.81381,1.00000
-20.70331,-12.95569,1.00000
4.97464,15.51682,1.00000
28.11520,-15.00786,1.00000
1.71306,26.03858,0.00000
-21.00768,-0.34539,1.00000
-8.87335,15.76044,1.00000
-20.18130,6.43404,1.00000
21.37577,3.75605,0.00000
17.85143,-7.60288,0.00000
17.72873,13.65883,0.00000
27.37722,-12.44137,1.00000
-7.34377,-23.12594,1.00000
-1.83298,-16.35658,0.00000
-20.29086,-10.15224,1.00000
9.39729,-26.17525,1.00000
-12.60965,23.69929,0.00000
13.54721,20.41419,0.00000
-26.00010,14.27284,0.00000
-3.98856,-27.11342,1.00000
28.78673,-7.41562,1.00000
0.81200,17.43169,1.00000
-27.64921,11.71680,0.00000
19.13715,17.60974,0.00000
-22.12381,16.58302,0.00000
15.32313,-12.56265,0.00000
-1.38162,-26.19901,1.00000
-19.13146,22.55374,0.00000
-23.06094,-1.83677,1.00000
18.43095,-20.44617,1.00000
9.34880,24.56033,0.00000
-30.93698,5.14982,0.00000
-8.10311,7.70674,0.00000
-11.86477,-9.30758,0.00000
-4.21839,9.24683,0.00000
-13.38198,25.27532,0.00000
9.39731,-26.25650,1.00000
4.84446,-9.69721,1.00000
9.37519,10.14793,1.00000
-15.65417,-19.45429,1.00000
9.24198,-25.53311,1.00000
-2.11273,-25.06612,1.00000
4.72373,2.64873,0.00000
15.16949,-22.61767,1.00000
11.47174,-3.57984,1.00000
-10.58294,4.41053,0.00000
4.25953,-9.45167,1.00000
11.21595,-3.73682,1.00000
-12.07955,16.97453,1.00000
-22.29542,-3.45227,1.00000
-12.28637,-7.38297,0.00000
25.49246,-16.18253,1.00000
18.75137,16.15297,0.00000
-13.88521,13.89260,1.00000
-4.72966,-3.64948,1.00000
26.28236,-11.09174,1.00000
3.50265,-15.33686,0.00000
15.67360,-22.45811,1.00000
19.74897,-19.13954,1.00000
-13.76632,-22.80211,1.00000
11.68606,13.19785,1.00000
-10.10841,15.34690,1.00000
-6.09053,5.80165,0.00000
-8.43149,18.56140,1.00000
-2.84613,-27.19041,1.00000
-14.07974,-22.24174,1.00000
-0.43369,-16.34569,0.00000
4.98439,-7.03522,1.00000
20.65033,-3.30068,0.00000
0.42387,17.97416,1.00000
11.91209,6.64143,1.00000
-31.56332,-0.15439,0.00000
1.51219,-18.27380,0.00000
-16.88970,9.85512,1.00000
31.10963,-6.61597,1.00000
22.72267,-22.30473,1.00000
-18.32384,21.98018,0.00000
8.32172,13.99603,1.00000
15.48086,19.07105,0.00000
-29.76076,9.80384,0.00000
23.33155,0.69149,0.00000
-27.94535,7.66823,0.00000
2.41361,-27.48980,1.00000
-4.38047,18.10702,1.00000
-20.10211,20.02088,0.00000
13.75903,-2.07444,1.00000
21.18616,4.15097,0.00000
17.44089,-12.62011,0.00000
-17.85842,-13.96820,1.00000
-11.65276,26.66240,0.00000
-16.13145,13.37117,1.00000
-10.78058,-22.65805,1.00000
14.45665,-24.07431,1.00000
29.70300,-8.31873,1.00000
-12.85429,15.46044,1.00000
-26.15810,11.14423,0.00000
-22.15818,-4.16930,1.00000
-6.37835,-24.43059,1.00000
20.76252,-0.15311,0.00000
-1.87135,-26.51016,1.00000
28.94292,-7.11986,1.00000
2.29296,-17.16714,0.00000
-19.78671,20.89552,0.00000
-31.58131,3.49406,0.00000
28.09884,-13.76590,1.00000
-3.78481,-15.42252,0.00000
17.52910,17.14732,0.00000
-20.97571,-11.33056,1.00000
-1.72123,-17.22856,0.00000
-11.16353,26.08839,0.00000
-6.48429,7.87813,0.00000
-3.11162,16.53768,1.00000
-11.58879,-0.50846,0.00000
-18.94084,6.72796,1.00000
-31.84410,5.73462,0.00000
12.82017,2.34989,1.00000
7.02922,-27.11849,1.00000
14.02774,20.31803,0.00000
-17.08419,10.09767,1.00000
-19.78118,-11.08082,1.00000
1.18591,-16.90112,0.00000
-7.12109,-10.91595,0.00000
2.38688,26.89917,0.00000
3.08285,-18.21080,0.00000
7.47122,13.65724,1.00000
13.82324,6.37444,1.00000
1.51620,7.77820,0.00000
12.63924,-12.48927,0.00000
-22.29136,-8.26295,1.00000
-28.53352,8.59159,0.00000
-11.16780,4.94996,0.00000
22.26331,-19.56592,1.00000
-13.77256,-4.48041,0.00000
31.25445,-5.18162,1.00000
-13.31264,25.67695,0.00000
19.64584,-19.78036,1.00000
4.97845,2.21509,0.00000
3.09123,6.29094,0.00000
26.50428,-16.17863,1.00000
-7.55298,-24.64705,1.00000
-3.26970,7.64989,0.00000
-21.37666,6.36524,1.00000
-20.54135,8.67834,1.00000
-8.91430,-10.49287,0.00000
17.59545,17.11097,0.00000
21.36593,2.75688,0.00000
30.02345,-6.76483,1.00000
-2.20265,-5.34783,1.00000
21.92440,0.79217,0.00000
-29.70057,7.12388,0.00000
20.00520,-20.30797,1.00000
9.20011,-26.51548,1.00000
-12.90115,25.74016,0.00000
24.11682,-17.81701,1.00000
14.43419,-15.23880,0.00000
-4.11145,-4.68411,1.00000
-2.68923,17.79025,1.00000
1.38673,-26.30941,1.00000
-1.23013,17.27593,1.00000
9.46440,-3.48488,1.00000
15.01343,-12.37463,0.00000
-5.94211,-15.32677,0.00000
-15.79432,-17.10214,1.00000
21.88314,8.75333,0.00000
10.59582,21.11853,0.00000
-2.52294,-26.16574,1.00000
8.57954,-26.33308,1.00000
-7.68407,-14.53304,0.00000
-7.17177,-11.00142,0.00000
-5.10436,-16.79049,0.00000
-8.33939,16.61303,1.00000
21.12055,12.02848,0.00000
30.44142,-4.61672,1.00000
23.79580,-18.02847,1.00000
23.30833,10.85933,0.00000
-2.36721,6.92325,0.00000
12.86951,-15.12856,0.00000
-5.05329,-15.13411,0.00000
16.82503,-9.39324,0.00000
-18.79458,-14.18859,1.00000
-4.36317,26.56355,0.00000
-13.66742,-1.48472,0.00000
-23.26399,-1.90710,1.00000
-27.17248,12.31847,0.00000
19.03013,-20.21665,1.00000
10.26997,-4.38182,1.00000
25.41710,-14.38608,1.00000
11.33519,-24.53905,1.00000
-13.25524,-1.65882,0.00000
-11.88338,25.88116,0.00000
-18.63531,23.09835,0.00000
3.32783,27.29642,0.00000
-22.66499,-5.24418,1.00000
-12.48771,26.83357,0.00000
18.00129,-23.11669,1.00000
-20.58920,-4.74863,1.00000
1.75673,25.78367,0.00000
21.56521,-5.37601,0.00000
-24.98310,17.00658,0.00000
-20.55029,-11.03279,1.00000
-20.40122,20.75456,0.00000
-21.19373,19.77321,0.00000
-11.06801,3.91211,0.00000
3.88744,-17.22979,0.00000
-3.64722,-16.81323,0.00000
-4.78540,7.89453,0.00000
-15.84564,12.27871,1.00000
-14.06199,-18.81404,1.00000
18.20274,12.11017,0.00000
-28.53493,10.23132,0.00000
-24.79878,15.75622,0.00000
1.20475,25.74593,0.00000
-11.58202,24.19989,0.00000
-6.24462,-13.82689,0.00000
20.37990,-4.95217,0.00000
14.49158,4.00107,1.00000
-24.16458,0.83888,1.00000
15.34420,18.11823,0.00000
14.33516,20.56968,0.00000
8.68719,24.81402,0.00000
14.50242,-26.10400,1.00000
-28.89980,10.95303,0.00000
7.96826,-8.49107,1.00000
-25.89347,16.33179,0.00000
-21.81452,-1.67150,1.00000
9.16654,10.38146,1.00000
6.55622,-6.96531,1.00000
-23.17557,-4.98425,1.00000
2.77494,25.31103,0.00000
-12.49277,-8.27471,0.00000
-12.81183,1.02801,0.00000
13.55813,-0.71789,1.00000
21.02341,0.08376,0.00000
12.27446,-3.79656,1.00000
28.89420,-6.25559,1.00000
-1.38997,-6.48790,1.00000
25.60412,-16.14377,1.00000
-28.95353,7.44607,0.00000
4.83404,1.44688,0.00000
21.62885,-3.78531,0.00000
2.80728,16.89082,1.00000
-28.17280,12.29972,0.00000
14.77258,21.85259,0.00000
13.18153,-14.66814,0.00000
6.46228,15.04186,1.00000
-20.77307,20.21453,0.00000
-11.11523,-9.05099,0.00000
-20.60230,7.23906,1.00000
10.75958,10.03821,1.00000
10.16888,-26.83590,1.00000
-27.68726,11.45722,0.00000
20.66016,-21.34535,1.00000
-18.85002,6.41502,1.00000
-30.70204,0.73752,0.00000
9.95105,24.22124,0.00000
-22.11820,-3.28473,1.00000
13.80043,-23.71266,1.00000
6.81091,12.91851,1.00000
-11.34195,26.31075,0.00000
17.39626,-10.83998,0.00000
-0.50828,-8.76275,1.00000
17.86637,16.67461,0.00000
-16.15407,23.32558,0.00000
4.17842,-8.91050,1.00000
-23.38726,18.19189,0.00000
19.01617,-7.41542,0.00000
11.10543,-0.18423,1.00000
-6.75959,-23.25761,1.00000
21.12716,-4.82457,0.00000
-16.62065,11.82793,1.00000
-7.07792,7.24000,0.00000
22.31059,-17.66799,1.00000
-22.34409,18.65477,0.00000
-4.53827,-2.15688,1.00000
-2.08051,-16.30788,0.00000
-18.06054,-16.77280,1.00000
13.43277,6.63625,1.00000
-20.04644,20.91581,0.00000
9.94927,-25.40920,1.00000
-12.09000,-7.40703,0.00000
-3.89831,-5.11109,1.00000
-26.54734,15.23225,0.00000
22.85844,-18.69634,1.00000
32.89924,-1.64307,1.00000
20.55646,9.93482,0.00000
-0.48921,-16.74781,0.00000
-15.18732,12.72477,1.00000
10.79874,11.09600,1.00000
-17.44811,11.22013,1.00000
-6.86579,-14.59013,0.00000
1.30571,17.07007,1.00000
-17.19653,11.50814,1.00000
2.64077,-26.36199,1.00000
-11.24187,-22.44064,1.00000
18.56418,-6.19425,0.00000
5.40459,-7.50489,1.00000
23.54258,5.81933,0.00000
-20.05306,5.24206,1.00000
14.84810,-13.06311,0.00000
-11.80534,-21.98417,1.00000
29.86830,-9.71545,1.00000
20.16382,12.07147,0.00000
-6.89930,-25.09042,1.00000
4.25400,26.31514,0.00000
8.21370,16.55150,1.00000
14.23516,-23.59958,1.00000
-9.97234,4.53433,0.00000
14.26579,22.17587,0.00000
-17.67027,-15.59013,1.00000
-12.70009,-21.79950,1.00000
-25.20723,16.92607,0.00000
15.02925,18.17412,0.00000
22.89331,2.25195,0.00000
-19.62211,-12.88386,1.00000
11.58544,7.29659,1.00000
22.10636,6.10590,0.00000
25.12216,-15.97879,1.00000
-21.88284,-9.49179,1.00000
-21.49407,-0.41210,1.00000
3.24175,26.53459,0.00000
29.76298,-9.49600,1.00000
-20.93238,-12.97589,1.00000
-5.64910,-25.16427,1.00000
-11.87023,3.96991,0.00000
11.81474,21.70354,0.00000
-16.75783,23.31408,0.00000
-3.15912,-17.08661,0.00000
-13.93887,13.13228,1.00000
23.39155,-16.94151,1.00000
-25.16445,14.52761,0.00000
-16.66661,10.58218,1.00000
5.85057,-15.44305,0.00000
23.80208,-17.72337,1.00000
22.19715,0.26786,0.00000
22.45340,6.20217,0.00000
-23.51732,14.20050,0.00000
-26.94593,13.63024,0.00000
2.96538,-17.65258,0.00000
19.71053,17.31683,0.00000
-10.05396,26.74116,0.00000
23.68940,-0.07639,0.00000
-8.61433,15.78073,1.00000
-24.75697,17.86253,0.00000
2.55186,-15.94450,0.00000
-16.58452,-19.95238,1.00000
18.64420,-22.38990,1.00000
-10.01639,-24.85412,1.00000
-9.21587,-23.44760,1.00000
20.64065,-3.88312,0.00000
9.49399,-16.76245,0.00000
29.43823,-12.88775,1.00000
4.22655,16.87058,1.00000
12.93602,5.32819,1.00000
18.92855,-23.11781,1.00000
-8.03817,-12.34701,0.00000
-21.48544,-7.35591,1.00000
-4.45203,-25.27213,1.00000
-21.60803,1.11184,1.00000
9.94140,-27.83150,1.00000
5.53373,14.67909,1.00000
3.31990,25.88927,0.00000
-10.03786,7.17363,0.00000
-5.37515,26.17092,0.00000
10.02716,-17.49240,0.00000
16.13910,18.99961,0.00000
2.83478,15.53526,1.00000
25.75282,-15.31845,1.00000
20.04954,13.75049,0.00000
-19.10329,-12.32091,1.00000
-12.21120,25.21236,0.00000
5.16420,2.52790,0.00000
9.97167,-16.08103,0.00000
28.39617,-12.00650,1.00000
-21.47013,-4.40457,1.00000
-25.39436,16.37298,0.00000
13.08692,21.32079,0.00000
12.68108,-15.93180,0.00000
-31.09428,1.92352,0.00000
-5.76976,16.94218,1.00000
-27.53492,13.29231,0.00000
-25.10340,17.13713,0.00000
18.65178,-6.11190,0.00000
21.72077,-19.34762,1.00000
-1.14095,16.77340,1.00000
-18.78045,22.09687,0.00000
3.21541,-28.26707,1.00000
-1.52601,-25.78131,1.00000
-2.21718,17.42924,1.00000
-20.47335,20.35676,0.00000
-16.31907,-15.56606,1.00000
22.42640,-1.98756,0.00000
4.38710,16.71272,1.00000
-3.27190,26.36095,0.00000
5.50784,-28.14246,1.00000
8.56580,-26.62018,1.00000
-26.96253,10.86787,0.00000
10.94861,8.68684,1.00000
-19.26994,23.92854,0.00000
-8.47847,24.95941,0.00000
-31.13696,3.70659,0.00000
-8.22371,26.74493,0.00000
-13.35135,-6.27154,0.00000
-13.52616,12.22922,1.00000
-3.89396,-16.67094,0.00000
26.41120,-11.47194,1.00000
9.81619,22.02870,0.00000
-12.70757,-4.60902,0.00000
15.32361,-11.33374,0.00000
-3.15822,-15.97877,0.00000
30.27728,-4.62558,1.00000
-4.15659,17.90521,1.00000
-19.88647,21.94109,0.00000
-1.67814,15.94371,1.00000
3.09765,17.34360,1.00000
-6.24644,28.21959,0.00000
-12.21936,-20.84667,1.00000
-6.91139,16.86195,1.00000
-20.44692,-11.89404,1.00000
2.16696,25.68472,0.00000
-2.51408,26.31898,0.00000
-20.06161,0.08689,1.00000
21.71869,4.25897,0.00000
-15.82484,-20.79416,1.00000
-18.28258,-15.85652,1.00000
20.61088,10.90396,0.00000
-9.85631,15.41514,1.00000
27.25470,-13.22058,1.00000
18.91837,14.52059,0.00000
29.20742,-6.93864,1.00000
20.96832,12.60331,0.00000
-21.08211,-4.01933,1.00000
17.93535,-22.62661,1.00000
4.09141,2.99420,0.00000
20.75796,7.46481,0.00000
15.12275,17.61070,0.00000
9.74308,-17.34746,0.00000
-23.32979,-6.48354,1.00000
0.60657,24.94192,0.00000
-5.00757,25.72302,0.00000
-21.17592,-9.07945,1.00000
-28.52999,8.15787,0.00000
-3.05592,-7.03023,1.00000
20.89836,-6.89559,0.00000
-27.65562,15.34723,0.00000
-13.03041,13.25322,1.00000
-13.20235,25.54708,0.00000
2.17131,-7.29768,1.00000
-8.74707,-25.09834,1.00000
-7.93507,-14.80586,0.00000
14.35282,3.49104,1.00000
-29.62704,6.74187,0.00000
-9.71995,26.29153,0.00000
-21.44680,-5.87695,1.00000
4.72227,15.63786,1.00000
19.29087,15.15898,0.00000
-6.81968,9.05552,0.00000
-24.44266,-2.33169,1.00000
-12.73449,-20.76766,1.00000
11.82115,22.01467,0.00000
-15.28897,25.02327,0.00000
4.03249,25.54144,0.00000
-18.27602,24.66972,0.00000
-1.92013,10.95871,0.00000
20.54720,10.22612,0.00000
-0.23919,25.94764,0.00000
6.06564,-16.19678,0.00000
2.64998,-29.31187,1.00000
-19.84146,-15.10510,1.00000
23.05877,-17.80199,1.00000
-2.98175,17.14962,1.00000
21.38989,-4.64409,0.00000
-21.58031,19.30354,0.00000
17.66961,-24.14984,1.00000
-15.15003,-20.35557,1.00000
12.66793,-15.99957,0.00000
27.50303,-14.42081,1.00000
-6.20137,7.92661,0.00000
0.58178,26.12981,0.00000
10.18897,-26.16793,1.00000
13.52797,-24.71277,1.00000
-19.74197,4.58096,1.00000
19.58315,-20.21128,1.00000
-1.62513,6.09196,0.00000
30.41285,-7.39206,1.00000
2.48359,-16.40283,0.00000
-1.00371,-7.78517,1.00000
-21.66925,-10.91403,1.00000
14.54447,20.40692,0.00000
21.14360,7.06142,0.00000
-2.68972,25.95587,0.00000
-1.68727,26.25265,0.00000
-21.76457,18.75362,0.00000
-10.53308,2.29871,0.00000
20.60018,3.87878,0.00000
-21.70923,-7.32485,1.00000
-6.01027,-14.86937,0.00000
-28.58825,6.85296,0.00000
11.45087,-25.00283,1.00000
-10.43456,16.16890,1.00000
-9.04280,4.18224,0.00000
-12.34916,-20.69021,1.00000
-18.96267,19.73328,0.00000
-11.20613,-5.32517,0.00000
1.44026,26.01038,0.00000
-20.52370,-1.16872,1.00000
-19.64551,7.14283,1.00000
-13.73348,-1.90934,0.00000
